YEAR,EVENT_TYPE,TOR_F_SCALE
2010,Flash Flood,
2010,Flash Flood,
2010,Lightning,
2010,Thunderstorm Wind,
2010,Dense Fog,
2010,Drought,
2010,Drought,
2010,Drought,
2010,Drought,
2010,Drought,
2010,Avalanche,
2010,Drought,
2010,Hail,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Hail,
2010,Hail,
2010,Cold/Wind Chill,
2010,Cold/Wind Chill,
2010,Hail,
2010,Hail,
2010,Tornado,EF0
2010,Flood,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Heavy Rain,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Thunderstorm Wind,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Thunderstorm Wind,
2010,Flash Flood,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Flash Flood,
2010,Flash Flood,
2010,Hail,
2010,Hail,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Lightning,
2010,Wildfire,
2010,Wildfire,
2010,Wildfire,
2010,Drought,
2010,Drought,
2010,Drought,
2010,Drought,
2010,Drought,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Flash Flood,
2010,Hail,
2010,Marine Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Flood,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Heavy Rain,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Hail,
2010,Thunderstorm Wind,
2010,Flash Flood,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Thunderstorm Wind,
2010,Hail,
2010,Hail,
2010,Excessive Heat,
2010,Excessive Heat,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Drought,
2010,Drought,
2010,Drought,
2010,Drought,
2010,Drought,
2010,Drought,
2010,Drought,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Hail,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Cold/Wind Chill,
2010,Cold/Wind Chill,
2010,Cold/Wind Chill,
2010,Cold/Wind Chill,
2010,Cold/Wind Chill,
2010,Cold/Wind Chill,
2010,Cold/Wind Chill,
2010,Hail,
2010,Thunderstorm Wind,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Funnel Cloud,
2010,Hail,
2010,Hail,
2010,Flash Flood,
2010,Flash Flood,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Cold/Wind Chill,
2010,Cold/Wind Chill,
2010,Cold/Wind Chill,
2010,Hail,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Drought,
2010,Flash Flood,
2010,Flash Flood,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Thunderstorm Wind,
2010,Waterspout,
2010,Marine Thunderstorm Wind,
2010,Waterspout,
2010,Waterspout,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Marine Thunderstorm Wind,
2010,Marine Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Hail,
2010,Hail,
2010,Funnel Cloud,
2010,Hail,
2010,Hail,
2010,Thunderstorm Wind,
2010,Hail,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Excessive Heat,
2010,Excessive Heat,
2010,Excessive Heat,
2010,Excessive Heat,
2010,Excessive Heat,
2010,Flood,
2010,Flood,
2010,Flood,
2010,Flood,
2010,Flood,
2010,Excessive Heat,
2010,Excessive Heat,
2010,Excessive Heat,
2010,Excessive Heat,
2010,Excessive Heat,
2010,Excessive Heat,
2010,Excessive Heat,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Hail,
2010,Hail,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Flash Flood,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Hail,
2010,Hail,
2010,Lightning,
2010,Hail,
2010,Thunderstorm Wind,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Flash Flood,
2010,Flash Flood,
2010,Flash Flood,
2010,Hail,
2010,Hail,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Cold/Wind Chill,
2010,Cold/Wind Chill,
2010,Cold/Wind Chill,
2010,Thunderstorm Wind,
2010,Hail,
2010,Thunderstorm Wind,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Hail,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Thunderstorm Wind,
2010,Hail,
2010,Tornado,EF0
2010,Tornado,EF0
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Hail,
2010,Hail,
2010,Thunderstorm Wind,
2010,Hail,
2010,Hail,
2010,Excessive Heat,
2010,Tornado,EF0
2010,Thunderstorm Wind,
2010,Hail,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Thunderstorm Wind,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Flood,
2010,Lightning,
2010,Lightning,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Thunderstorm Wind,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Funnel Cloud,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Hail,
2010,Cold/Wind Chill,
2010,Lightning,
2010,Hail,
2010,Lightning,
2010,Hail,
2010,Hail,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Hail,
2010,Thunderstorm Wind,
2010,Excessive Heat,
2010,Excessive Heat,
2010,Thunderstorm Wind,
2010,Hail,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Waterspout,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Thunderstorm Wind,
2010,Flash Flood,
2010,Flash Flood,
2010,Flash Flood,
2010,Flash Flood,
2010,Flash Flood,
2010,Flash Flood,
2010,Flash Flood,
2010,Flash Flood,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Lightning,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Tornado,EF0
2010,Tornado,EF0
2010,Winter Storm,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Hail,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Rip Current,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Excessive Heat,
2010,Hail,
2010,Hail,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Hail,
2010,Hail,
2010,Thunderstorm Wind,
2010,Funnel Cloud,
2010,Funnel Cloud,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Cold/Wind Chill,
2010,Cold/Wind Chill,
2010,Cold/Wind Chill,
2010,Cold/Wind Chill,
2010,Cold/Wind Chill,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Excessive Heat,
2010,Excessive Heat,
2010,Flood,
2010,Flood,
2010,Thunderstorm Wind,
2010,Hail,
2010,Hail,
2010,Thunderstorm Wind,
2010,Marine Thunderstorm Wind,
2010,Marine Thunderstorm Wind,
2010,Marine Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Flash Flood,
2010,Flash Flood,
2010,Hail,
2010,Hail,
2010,High Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Flash Flood,
2010,Hail,
2010,Drought,
2010,Drought,
2010,Drought,
2010,Drought,
2010,Drought,
2010,Drought,
2010,Drought,
2010,Hail,
2010,Hail,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Lightning,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Flood,
2010,Flood,
2010,Flood,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Hail,
2010,Hail,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Hail,
2010,Lightning,
2010,Lightning,
2010,Flash Flood,
2010,Flash Flood,
2010,Heavy Rain,
2010,Hail,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Cold/Wind Chill,
2010,Hail,
2010,Thunderstorm Wind,
2010,Hail,
2010,Hail,
2010,Thunderstorm Wind,
2010,Flash Flood,
2010,Flash Flood,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Flash Flood,
2010,Thunderstorm Wind,
2010,Flash Flood,
2010,Flash Flood,
2010,Flash Flood,
2010,Flash Flood,
2010,Excessive Heat,
2010,Excessive Heat,
2010,Excessive Heat,
2010,Excessive Heat,
2010,Excessive Heat,
2010,Excessive Heat,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Flood,
2010,Flood,
2010,Flood,
2010,Lakeshore Flood,
2010,Hail,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Lightning,
2010,Hail,
2010,Hail,
2010,Cold/Wind Chill,
2010,Cold/Wind Chill,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Hail,
2010,Hail,
2010,Tornado,EF0
2010,Hail,
2010,Flood,
2010,Hail,
2010,Hail,
2010,Thunderstorm Wind,
2010,Excessive Heat,
2010,Excessive Heat,
2010,Excessive Heat,
2010,Excessive Heat,
2010,Excessive Heat,
2010,Excessive Heat,
2010,Excessive Heat,
2010,Tornado,EF0
2010,Marine Thunderstorm Wind,
2010,Funnel Cloud,
2010,Marine Thunderstorm Wind,
2010,Marine Thunderstorm Wind,
2010,Hail,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Hail,
2010,Thunderstorm Wind,
2010,Funnel Cloud,
2010,Funnel Cloud,
2010,Hail,
2010,Thunderstorm Wind,
2010,Cold/Wind Chill,
2010,Cold/Wind Chill,
2010,Cold/Wind Chill,
2010,Cold/Wind Chill,
2010,Cold/Wind Chill,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Heavy Rain,
2010,Hail,
2010,Flood,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Hail,
2010,Thunderstorm Wind,
2010,Hail,
2010,Thunderstorm Wind,
2010,Hail,
2010,Thunderstorm Wind,
2010,Hail,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Funnel Cloud,
2010,Heavy Rain,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Funnel Cloud,
2010,Marine Thunderstorm Wind,
2010,Marine Thunderstorm Wind,
2010,Marine Thunderstorm Wind,
2010,Hail,
2010,Thunderstorm Wind,
2010,Flash Flood,
2010,Flash Flood,
2010,Flash Flood,
2010,Flash Flood,
2010,Thunderstorm Wind,
2010,Hail,
2010,Thunderstorm Wind,
2010,Drought,
2010,Drought,
2010,Drought,
2010,Drought,
2010,Winter Storm,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Excessive Heat,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Hail,
2010,Hail,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Hail,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Excessive Heat,
2010,Excessive Heat,
2010,Excessive Heat,
2010,Excessive Heat,
2010,Excessive Heat,
2010,Excessive Heat,
2010,Lightning,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Flood,
2010,Flood,
2010,Tornado,EF0
2010,Thunderstorm Wind,
2010,Hail,
2010,Flash Flood,
2010,Flood,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Flash Flood,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Flash Flood,
2010,Flood,
2010,Flood,
2010,Flood,
2010,Heavy Rain,
2010,Lightning,
2010,Heavy Rain,
2010,Heavy Rain,
2010,Heavy Rain,
2010,Tornado,EF0
2010,High Wind,
2010,Hail,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Winter Weather,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Funnel Cloud,
2010,Hail,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Excessive Heat,
2010,Excessive Heat,
2010,Excessive Heat,
2010,Excessive Heat,
2010,Winter Weather,
2010,Winter Weather,
2010,Winter Weather,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Winter Storm,
2010,Winter Storm,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Lightning,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Dense Fog,
2010,Dense Fog,
2010,Dense Fog,
2010,Drought,
2010,Drought,
2010,Drought,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Hail,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Hail,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Flood,
2010,Flood,
2010,Hail,
2010,Hail,
2010,High Wind,
2010,High Wind,
2010,High Wind,
2010,Thunderstorm Wind,
2010,Hail,
2010,Hail,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Hail,
2010,Thunderstorm Wind,
2010,Excessive Heat,
2010,Excessive Heat,
2010,Thunderstorm Wind,
2010,Excessive Heat,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Hail,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Winter Weather,
2010,Winter Weather,
2010,Winter Weather,
2010,Winter Weather,
2010,Lake-Effect Snow,
2010,Winter Storm,
2010,Winter Weather,
2010,Winter Storm,
2010,Winter Storm,
2010,Winter Storm,
2010,Hail,
2010,Hail,
2010,Thunderstorm Wind,
2010,Flash Flood,
2010,Flash Flood,
2010,Flash Flood,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Lightning,
2010,Lightning,
2010,Lightning,
2010,Drought,
2010,Drought,
2010,Drought,
2010,Drought,
2010,Drought,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Hail,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Hail,
2010,Heat,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Flash Flood,
2010,Hail,
2010,Hail,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Hail,
2010,Hail,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Flash Flood,
2010,Thunderstorm Wind,
2010,Funnel Cloud,
2010,Flood,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Lightning,
2010,Funnel Cloud,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Excessive Heat,
2010,Thunderstorm Wind,
2010,Lightning,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Hail,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Hail,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Hail,
2010,Thunderstorm Wind,
2010,Winter Storm,
2010,Winter Weather,
2010,Winter Weather,
2010,Winter Weather,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Hail,
2010,Thunderstorm Wind,
2010,Hail,
2010,Excessive Heat,
2010,Excessive Heat,
2010,Excessive Heat,
2010,Excessive Heat,
2010,Excessive Heat,
2010,Excessive Heat,
2010,Excessive Heat,
2010,Hail,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Heavy Rain,
2010,Heat,
2010,Heat,
2010,Heat,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Winter Weather,
2010,Winter Weather,
2010,Winter Weather,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Thunderstorm Wind,
2010,Flash Flood,
2010,Flash Flood,
2010,Hail,
2010,Hail,
2010,Flood,
2010,Flood,
2010,Thunderstorm Wind,
2010,Heavy Rain,
2010,Hail,
2010,Flash Flood,
2010,Flash Flood,
2010,Winter Weather,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Hail,
2010,Hail,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Thunderstorm Wind,
2010,Heat,
2010,Thunderstorm Wind,
2010,Excessive Heat,
2010,Excessive Heat,
2010,Excessive Heat,
2010,Excessive Heat,
2010,Excessive Heat,
2010,Thunderstorm Wind,
2010,Tornado,EF0
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Excessive Heat,
2010,Excessive Heat,
2010,Excessive Heat,
2010,Excessive Heat,
2010,Excessive Heat,
2010,Winter Weather,
2010,Winter Weather,
2010,Winter Weather,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Winter Weather,
2010,Winter Storm,
2010,Winter Storm,
2010,Thunderstorm Wind,
2010,Hail,
2010,Hail,
2010,Funnel Cloud,
2010,Thunderstorm Wind,
2010,Hail,
2010,Thunderstorm Wind,
2010,Winter Weather,
2010,Winter Weather,
2010,Winter Weather,
2010,Winter Weather,
2010,Winter Weather,
2010,Winter Weather,
2010,Winter Weather,
2010,Cold/Wind Chill,
2010,Flash Flood,
2010,Thunderstorm Wind,
2010,Hail,
2010,Hail,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Heavy Rain,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Cold/Wind Chill,
2010,Cold/Wind Chill,
2010,Cold/Wind Chill,
2010,Cold/Wind Chill,
2010,Cold/Wind Chill,
2010,Cold/Wind Chill,
2010,Thunderstorm Wind,
2010,Hail,
2010,Wildfire,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Winter Weather,
2010,Winter Weather,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Hail,
2010,Hail,
2010,Marine Thunderstorm Wind,
2010,Marine Thunderstorm Wind,
2010,Marine Thunderstorm Wind,
2010,Waterspout,
2010,Hail,
2010,Thunderstorm Wind,
2010,Hail,
2010,Hail,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Hail,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Heat,
2010,Heat,
2010,Flood,
2010,Hail,
2010,Hail,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Excessive Heat,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Hail,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Flood,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Marine Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Flash Flood,
2010,Flash Flood,
2010,Thunderstorm Wind,
2010,Winter Weather,
2010,Drought,
2010,Avalanche,
2010,Flash Flood,
2010,Flash Flood,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Heavy Rain,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Cold/Wind Chill,
2010,Hail,
2010,Hail,
2010,Hail,
2010,High Wind,
2010,High Wind,
2010,High Wind,
2010,High Wind,
2010,Hail,
2010,Hail,
2010,Thunderstorm Wind,
2010,Lightning,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Thunderstorm Wind,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Flood,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Hail,
2010,Hail,
2010,Thunderstorm Wind,
2010,Marine Thunderstorm Wind,
2010,Marine Thunderstorm Wind,
2010,Waterspout,
2010,Waterspout,
2010,Thunderstorm Wind,
2010,Hail,
2010,Hail,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Thunderstorm Wind,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Thunderstorm Wind,
2010,Hail,
2010,Hail,
2010,Hail,
2010,Heavy Rain,
2010,Hail,
2010,Hail,
2010,Hail,
